source_path,stem,category,cat_idx,binary_label
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery074_x264npz_49.npz,Robbery074_x264npz_49,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary078_x264_18.npz,Burglary078_x264_18,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest008_x264_399.npz,Arrest008_x264_399,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents102_x264_22.npz,RoadAccidents102_x264_22,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos215_x264_54.npz,Normal_Videos215_x264_54,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos138_x264_8009_14.npz,Normal_Videos138_x264_8009_14,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos424_x264_446.npz,Normal_Videos424_x264_446,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest048_x264_254.npz,Arrest048_x264_254,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos827_x264_75.npz,Normal_Videos827_x264_75,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse047_x264_96.npz,Abuse047_x264_96,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents141_x264_164.npz,RoadAccidents141_x264_164,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing072_x264_725.npz,Stealing072_x264_725,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism048_x264_448.npz,Vandalism048_x264_448,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery013_x264_226.npz,Robbery013_x264_226,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos335_x264_336.npz,Normal_Videos335_x264_336,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos591_x264_564.npz,Normal_Videos591_x264_564,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos386_x264_287.npz,Normal_Videos386_x264_287,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism041_x264_303.npz,Vandalism041_x264_303,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos483_x264_266.npz,Normal_Videos483_x264_266,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery016_x264_102.npz,Robbery016_x264_102,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos237_x264_107.npz,Normal_Videos237_x264_107,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos432_x264_223.npz,Normal_Videos432_x264_223,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos636_x264_77.npz,Normal_Videos636_x264_77,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault042_x264_560.npz,Assault042_x264_560,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents120_x264npz_114.npz,RoadAccidents120_x264npz_114,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault032_x264_35.npz,Assault032_x264_35,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents032_x264_141.npz,RoadAccidents032_x264_141,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery131_x264_94.npz,Robbery131_x264_94,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos552_x264_268.npz,Normal_Videos552_x264_268,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos586_x264_118.npz,Normal_Videos586_x264_118,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos239_x264_221.npz,Normal_Videos239_x264_221,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing107_x264_280.npz,Stealing107_x264_280,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos479_x264_2474.npz,Normal_Videos479_x264_2474,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest020_x264_184.npz,Arrest020_x264_184,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents063_x264_219.npz,RoadAccidents063_x264_219,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos573_x264_246.npz,Normal_Videos573_x264_246,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos492_x264_3106.npz,Normal_Videos492_x264_3106,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary045_x264_683.npz,Burglary045_x264_683,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents080_x264_80.npz,RoadAccidents080_x264_80,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism002_x264_114.npz,Vandalism002_x264_114,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery101_x264_208.npz,Robbery101_x264_208,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting025_x264_148.npz,Shooting025_x264_148,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents018_x264_93.npz,RoadAccidents018_x264_93,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest051_x264_669.npz,Arrest051_x264_669,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos368_x264_55.npz,Normal_Videos368_x264_55,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents054_x264_78.npz,RoadAccidents054_x264_78,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion019_x264_21.npz,Explosion019_x264_21,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos802_x264_169.npz,Normal_Videos802_x264_169,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos221_x264_138.npz,Normal_Videos221_x264_138,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos619_x264_560.npz,Normal_Videos619_x264_560,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault027_x264_435.npz,Assault027_x264_435,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos647_x264_145.npz,Normal_Videos647_x264_145,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting017_x264_58.npz,Shooting017_x264_58,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos046_x264_1685.npz,Normal_Videos046_x264_1685,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents151_x264_51.npz,RoadAccidents151_x264_51,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery066_x264_298.npz,Robbery066_x264_298,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos411_x264_57.npz,Normal_Videos411_x264_57,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos668_x264_174.npz,Normal_Videos668_x264_174,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery027_x264_337.npz,Robbery027_x264_337,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery082_x264_98.npz,Robbery082_x264_98,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos231_x264_529.npz,Normal_Videos231_x264_529,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos430_x264_49.npz,Normal_Videos430_x264_49,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos709_x264_268.npz,Normal_Videos709_x264_268,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery034_x264_395.npz,Robbery034_x264_395,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos841_x264_18.npz,Normal_Videos841_x264_18,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents082_x264_85.npz,RoadAccidents082_x264_85,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos346_x264_335.npz,Normal_Videos346_x264_335,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos204_x264_50.npz,Normal_Videos204_x264_50,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos614_x264_152.npz,Normal_Videos614_x264_152,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos808_x264_168.npz,Normal_Videos808_x264_168,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos742_x264_74.npz,Normal_Videos742_x264_74,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse032_x264_292.npz,Abuse032_x264_292,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse025_x264_126.npz,Abuse025_x264_126,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing094_x264npz_243.npz,Stealing094_x264npz_243,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos535_x264_226.npz,Normal_Videos535_x264_226,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos846_x264_111.npz,Normal_Videos846_x264_111,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos578_x264_275.npz,Normal_Videos578_x264_275,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos200_x264_230.npz,Normal_Videos200_x264_230,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary056_x264_86.npz,Burglary056_x264_86,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary075_x264_974.npz,Burglary075_x264_974,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos949_x264_68.npz,Normal_Videos949_x264_68,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest036_x264_238.npz,Arrest036_x264_238,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson052_x264_297.npz,Arson052_x264_297,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos097_x264_295.npz,Normal_Videos097_x264_295,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos527_x264_71.npz,Normal_Videos527_x264_71,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting034_x264_391.npz,Fighting034_x264_391,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos674_x264_348.npz,Normal_Videos674_x264_348,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos627_x264_140.npz,Normal_Videos627_x264_140,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos640_x264_113.npz,Normal_Videos640_x264_113,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos154_x264_45.npz,Normal_Videos154_x264_45,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing022_x264_153.npz,Stealing022_x264_153,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery132_x264_40.npz,Robbery132_x264_40,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion032_x264_131.npz,Explosion032_x264_131,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault031_x264_46.npz,Assault031_x264_46,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos187_x264_561.npz,Normal_Videos187_x264_561,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos381_x264_147.npz,Normal_Videos381_x264_147,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery040_x264_65.npz,Robbery040_x264_65,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing020_x264_412.npz,Stealing020_x264_412,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion005_x264_42.npz,Explosion005_x264_42,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos286_x264_19.npz,Normal_Videos286_x264_19,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault038_x264_8.npz,Assault038_x264_8,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos138_x264_8009_5.npz,Normal_Videos138_x264_8009_5,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos810_x264_168.npz,Normal_Videos810_x264_168,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos644_x264_90.npz,Normal_Videos644_x264_90,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos564_x264_954.npz,Normal_Videos564_x264_954,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos153_x264_499.npz,Normal_Videos153_x264_499,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse044_x264_244.npz,Abuse044_x264_244,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos821_x264_161.npz,Normal_Videos821_x264_161,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents143_x264_55.npz,RoadAccidents143_x264_55,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery030_x264_185.npz,Robbery030_x264_185,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos716_x264_1733.npz,Normal_Videos716_x264_1733,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary068_x264_40.npz,Burglary068_x264_40,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse039_x264_882.npz,Abuse039_x264_882,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery032_x264_337.npz,Robbery032_x264_337,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing059_x264_139.npz,Stealing059_x264_139,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary030_x264_54.npz,Burglary030_x264_54,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents147_x264npz_662.npz,RoadAccidents147_x264npz_662,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos229_x264_113.npz,Normal_Videos229_x264_113,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing051_x264_207.npz,Stealing051_x264_207,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing057_x264_188.npz,Stealing057_x264_188,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents108_x264_286.npz,RoadAccidents108_x264_286,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing031_x264_67.npz,Stealing031_x264_67,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos113_x264_42.npz,Normal_Videos113_x264_42,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary049_x264_575.npz,Burglary049_x264_575,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos422_x264_99.npz,Normal_Videos422_x264_99,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting036_x264_239.npz,Shooting036_x264_239,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting028_x264_151.npz,Fighting028_x264_151,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents070_x264_39.npz,RoadAccidents070_x264_39,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery037_x264_545.npz,Robbery037_x264_545,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos261_x264_223.npz,Normal_Videos261_x264_223,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos356_x264_39.npz,Normal_Videos356_x264_39,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos485_x264_71.npz,Normal_Videos485_x264_71,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos045_x264_95.npz,Normal_Videos045_x264_95,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery142_x264_156.npz,Robbery142_x264_156,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting036_x264_236.npz,Fighting036_x264_236,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting021_x264_222.npz,Fighting021_x264_222,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault033_x264_78.npz,Assault033_x264_78,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos058_x264_61.npz,Normal_Videos058_x264_61,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos788_x264_66.npz,Normal_Videos788_x264_66,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos278_x264_120.npz,Normal_Videos278_x264_120,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting051_x264_409.npz,Fighting051_x264_409,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents138_x264_60.npz,RoadAccidents138_x264_60,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos138_x264_8009_15.npz,Normal_Videos138_x264_8009_15,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos324_x264_164.npz,Normal_Videos324_x264_164,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary063_x264_265.npz,Burglary063_x264_265,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos457_x264_109.npz,Normal_Videos457_x264_109,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson023_x264_83.npz,Arson023_x264_83,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos809_x264_168.npz,Normal_Videos809_x264_168,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos321_x264_27.npz,Normal_Videos321_x264_27,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing035_x264_698.npz,Stealing035_x264_698,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos671_x264_59.npz,Normal_Videos671_x264_59,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos629_x264_284.npz,Normal_Videos629_x264_284,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault037_x264_199.npz,Assault037_x264_199,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents005_x264_13.npz,RoadAccidents005_x264_13,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos413_x264_151.npz,Normal_Videos413_x264_151,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos779_x264_24.npz,Normal_Videos779_x264_24,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery121_x264_87.npz,Robbery121_x264_87,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism001_x264_89.npz,Vandalism001_x264_89,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos144_x264_542.npz,Normal_Videos144_x264_542,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery092_x264_52.npz,Robbery092_x264_52,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos438_x264_35.npz,Normal_Videos438_x264_35,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos733_x264_80.npz,Normal_Videos733_x264_80,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos814_x264_167.npz,Normal_Videos814_x264_167,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents137_x264_62.npz,RoadAccidents137_x264_62,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing042_x264npz_262.npz,Stealing042_x264npz_262,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos555_x264_52.npz,Normal_Videos555_x264_52,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents031_x264_136.npz,RoadAccidents031_x264_136,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary071_x264_222.npz,Burglary071_x264_222,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault004_x264_199.npz,Assault004_x264_199,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion030_x264_202.npz,Explosion030_x264_202,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos570_x264_52.npz,Normal_Videos570_x264_52,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos299_x264_87.npz,Normal_Videos299_x264_87,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos795_x264_829.npz,Normal_Videos795_x264_829,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery072_x264_86.npz,Robbery072_x264_86,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault018_x264_22.npz,Assault018_x264_22,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos488_x264_72.npz,Normal_Videos488_x264_72,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos574_x264_618.npz,Normal_Videos574_x264_618,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos811_x264_167.npz,Normal_Videos811_x264_167,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson020_x264_149.npz,Arson020_x264_149,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos542_x264_394.npz,Normal_Videos542_x264_394,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos169_x264_96.npz,Normal_Videos169_x264_96,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos421_x264_160.npz,Normal_Videos421_x264_160,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos655_x264_460.npz,Normal_Videos655_x264_460,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos672_x264_119.npz,Normal_Videos672_x264_119,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos206_x264_670.npz,Normal_Videos206_x264_670,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing091_x264_37.npz,Stealing091_x264_37,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism012_x264_52.npz,Vandalism012_x264_52,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos257_x264_87.npz,Normal_Videos257_x264_87,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos263_x264_111.npz,Normal_Videos263_x264_111,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos202_x264_155.npz,Normal_Videos202_x264_155,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos267_x264_204.npz,Normal_Videos267_x264_204,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary031_x264_389.npz,Burglary031_x264_389,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery001_x264npz_62.npz,Robbery001_x264npz_62,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos140_x264_111.npz,Normal_Videos140_x264_111,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos862_x264_98.npz,Normal_Videos862_x264_98,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion003_x264_35.npz,Explosion003_x264_35,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary023_x264_620.npz,Burglary023_x264_620,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents046_x264_41.npz,RoadAccidents046_x264_41,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos685_x264_80.npz,Normal_Videos685_x264_80,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos759_x264_55.npz,Normal_Videos759_x264_55,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents078_x264_418.npz,RoadAccidents078_x264_418,RoadAccidents,8,1
