source_path,label
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi105_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_6Rl7q_kXYbg_0_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_POGFN_430_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_BKtajPcB_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_4jZvTj4j_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_WHNtrI7MEUg_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_qmvilMkD57M_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_zWrAqXFn_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_хРОхОищЗМщЭвф╕АшиАф╕НхРИх░▒х╝АцЙУя╝МцЛЙцЮ╢хПШцЙУцЮ╢я╝МчО░хЬ║ф╕АчЙЗц╖╖ф╣▒я╝МчЫСцОзцЛНф╕ЛхЕичиЛ_urlgot_236_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight__q5Nwh4Z6ao_14_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_z19nkHMw_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_3_09.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi005_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_OTVE3eLAuUM_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_6TDF_14_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uyeWsodv_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi073_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_AszvEN7z_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi014_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__q5Nwh4Z6ao_6_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_2bBn7MLg_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_3Vw7MoNBgx4_0_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_vwQvNOlX_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0TP13Nyn_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_mRqg-WXiR7Q_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight__q5Nwh4Z6ao_2_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gUYfrLHe_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_MxkTo5F-nvU_0_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_K6WRP2xi_1_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Assault009_x264_1_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_NvYo6CS_i_A_3_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_V726w0IKCp4_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_SXd2yu2LHv0_2_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_sadffg_950_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Y-TiUAODEYw_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_jR91oXYV_0_07.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi025_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gI4u3PwG_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_хРМшбМшАБцЭ┐хПлцЭех╕оц┤╛цЙУцЮ╢я╝Мф╕Лф╕АчзТцЬЙф║║шзБцн╗чеЮф║Жя╝МчЫСцОзцЛНф╕ЛцГичГИчФ╗щЭвя╝Б_urlgot_223_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_p19HiyCX7EQ_1_08.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi123_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_cwLtq5Y3_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_GhZRf4GIw0w_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_GuLMP_IOrR0_1_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_dxzvtJ4gPC0_1_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_хжВцЮЬф╕НцШпчЫСцОз%2Cш░Бф╝ЪчЫ╕ф┐бх░Пф╝Щф╕║ф║ЖцЙУцЮ╢чЫ┤цОеф╗Оф║Мце╝ш╖│ф╕ЛхО╗_urlgot_254_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uAKRFGFR_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_PFw7SeFOD04_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_aIg9Yb0O7Hg_1_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_b9I5dDvH_0_03.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi050_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_H_VQJU0Bqpc_2_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_kExp3yhspR0_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_xQSbcaZp_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_UvLAudRA91Y_2_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_yvNawsRf_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_PTy2vx8Ejas_2_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ykI6keNQ_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Fighting014_x264_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_aKgSasWRJ2s_0_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_sadsa_959_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_GafFu4IZtIA_1_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_on2HIPgB_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_golJWJCak1k_1_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_LLo_TXIz5-g_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_OTVE3eLAuUM_2_02.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi066_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_tILABXoHE7s_5_05.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi055_07.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi142_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_uGGFPY75IYQ_1_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ile3EVQA_1_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i2sLegg2JPA_1_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3CQi0ZCCHvc_1_06.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi149_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NxtwlqSnLbY_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_X6V5o-uCYF4_3_09.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi043_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_7gLKFV5voOg_1_08.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi046_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_l4gqDHx9_dI_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_a2kw3cfb_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_hbTlgnTw_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi132_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_u2Lkzfb0_3_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_b6XfVAZC9Zs_1_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_jCD7lUJQ7Xc_1_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_1dsLuL5Lvbc_2_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_wY7Om5cW_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_xKq3hlefCUI_0_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uXf4C-YwbtM_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_VnDOPZls_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_R1A_AxUKosk_0_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NxtwlqSnLbY_1_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HW48LUZKOL4_0_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_cy1gi3ZJb_c_3_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_fMmvH1Fa_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Lui5zaon_0_04.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_0lHQ2f0d_2_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_QkqaGJ9x_3_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vQKHxtrdEHM_7_04.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi020_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_SjJEt0drQZs_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_24E0xYYUz44_2_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_SXd2yu2LHv0_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_4_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_cy1gi3ZJb_c_4_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_5RayT2Vy0EA_1_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_9U8J4abJGDg_0_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_i2sLegg2JPA_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__q5Nwh4Z6ao_4_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_83d-16REC40_1_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_JRL5Vvql_0_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_xKq3hlefCUI_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_ELL0jBUP_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_kExp3yhspR0_1_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_H1AzC-GyKto_2_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_9C_LQa7nnFg_1_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_cErr6pCN_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi014_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_jTbvVbkUaPM_5_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_y4njAG00_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight__RziL1Ds6xU_0_07.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi070_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_AsGAgf8U2rk_0_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_bUaC34RU_0_01.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi095_06.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_jTbvVbkUaPM_4_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HW48LUZKOL4_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_LSJPhJTB_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi033_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_PlHzsigAFas_11_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_jj9SJGft_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_pr8yRPMO_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_MhiGg6f7_0_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_f50PQz7mXds_0_05.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi072_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_r8PX3ZJ1_II_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Ri_poPbOu-k_1_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_6MSwCc0a_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_5RayT2Vy0EA_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_6mrIIcAQ2fI_3_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_NEUya2Rr_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RGIpCpdlzI8_1_02.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi107_04.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi109_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_2bBn7MLg_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_0H2s9UJcNJ0_1_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight__RziL1Ds6xU_1_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_0_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_gNIohJfdvEc_0_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Assault010_x264_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gEODOSeI_0_01.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi123_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_1O4KGHbRt3M_0_03.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_2bBn7MLg_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_uNtsEcFR_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_s-jW4cyavW0_1_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_sadffg_950_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_4HH7yMU8y9A_0_07.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi144_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_K_7hT4N2QCE_2_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_cAp5A44HRS8_1_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_2_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_H68yvSdp_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_gNIohJfdvEc_2_08.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_pinuwjwm_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_rYE6iUUF_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4yzwSsis_0_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_hP8CJJcx_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_1MVS2QPWbHc_5_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_RTCFGASH_573_06.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi081_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_N1Q9v-saJ_g_0_07.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi134_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oIEZ45OCmAw_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi039_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HAh9eqtO_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_jTbvVbkUaPM_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_6Dej3-k3MRE_1_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__fPfNbHM16M_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_fBwfFDcgJlk_1_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_qmvilMkD57M_0_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_7Xe6eysGKeU_0_07.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi147_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_asdasda_110_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_asdasda_113_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_gzrwD4E5_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_tUzd4cN2_0_01.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi005_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Er-sOPbvRVI_0_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_wetyh_1223_09.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi029_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_API3q8TBGu4_1_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_GafFu4IZtIA_7_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_videoplayback (2)_66_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_xrlCdUaagHY_0_01.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_fwEk96k8g_I_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_aKgSasWRJ2s_0_00.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_DTq6Gu30-uA_3_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Fc45rUKM_4_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_NPeKBgURcxI_0_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_1QixA5m2_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_trhfd_1018_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_HW48LUZKOL4_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight__q5Nwh4Z6ao_1_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_DRlOjUNi_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi106_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_6JmCJbug_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_8U6x0VMW_0_04.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_a7gBQaAFEtw_4_05.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__q5Nwh4Z6ao_7_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oVMhWJIpHnc_2_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_tmm7AxKl_0_02.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_L9tYVvJY_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_I-QiUMPTWNE_7_05.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_1tU4kxa51vw_0_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__q5Nwh4Z6ao_6_05.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_I-QiUMPTWNE_6_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Ri_poPbOu-k_0_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_jXrwQsZJ_0_06.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_4RqDG4I4iAk_2_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_vBwKQfJYG1Q_2_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_Pe1uIhp4dAQ_2_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_E0rUpvbX_0_03.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi080_04.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi042_09.jpg,1
G:\Capstone\data\violence_data\fight\rwf_val_fight_1Kbw1bUw_0_08.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi044_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__fPfNbHM16M_1_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_QCgEbCBH_0_01.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_eF5S8iGLAm4_1_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight__wVuRdfDHbE_0_04.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi042_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_9uvZbSsy_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_3z7ncTuu_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_0NWz-01A2yk_0_00.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_bqZo64e6_2_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_HW48LUZKOL4_2_00.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_yQWmI4e8_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_0vasozvJYvk_0_04.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi078_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_BOLcNZ5O_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_1MVS2QPWbHc_4_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_0TFi8D8IBg4_1_03.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_C7Ty4ui5_0_07.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_w1T3NmEAt00_0_07.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_1XFiS6Lt_1_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_e6iHy7V5_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_fwEk96k8g_I_0_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_TKBcD3J9Cc8_1_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_kOp57sQKMPY_0_02.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_aIg9Yb0O7Hg_1_04.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_14YZVngQ_0_06.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi045_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_j83up7ni_0_08.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_fRYqXRRcqCs_0_06.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Fk3lg4wG_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi098_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_val_fight_39BFeYnbu-I_0_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_WCHYnPMG_0_06.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_UFA7LVk0_0_02.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_uGGFPY75IYQ_0_03.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi011_03.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_kLHNW0uRutY_5_04.jpg,1
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi023_09.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_oIEZ45OCmAw_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_rn7Qjaj9_1_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RQbYptdw_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_9Jss3rP1_0_09.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_dHEI4OkhC64_0_03.jpg,1
G:\Capstone\data\violence_data\nofight\surv_ds6_nofight_nofi099_05.jpg,0
G:\Capstone\data\violence_data\fight\surv_ds6_fight_fi081_05.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_ECoMcgjR_0_04.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_oIEZ45OCmAw_2_02.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_e7tarNsO_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_JxpNuQop_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_aKK0B4kpKZA_0_09.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_qrBAhb8K_0_03.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_cJvLTWGs-SE_0_07.jpg,1
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_HVSv9sgz2ZI_2_00.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_RfFGwwhG_0_08.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_BOt8ZMpM_0_07.jpg,0
G:\Capstone\data\violence_data\nofight\rwf_train_nofight_Y-TiUAODEYw_0_01.jpg,0
G:\Capstone\data\violence_data\fight\rwf_train_fight_z19nkHMw_1_08.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_1XFiS6Lt_1_01.jpg,1
G:\Capstone\data\violence_data\fight\rwf_train_fight_cJvLTWGs-SE_0_04.jpg,1
